# r   PMF(r)   Fit(r)
42.975000  -0.120084  -0.121126
43.000000  -0.119977  -0.121021
43.025000  -0.119871  -0.120917
43.050000  -0.119765  -0.120812
43.075000  -0.119659  -0.120708
43.100000  -0.119553  -0.120603
43.125000  -0.119447  -0.120499
43.150000  -0.119341  -0.120395
43.175000  -0.119236  -0.120291
43.200000  -0.119130  -0.120187
43.225000  -0.119025  -0.120084
43.250000  -0.118920  -0.119980
43.275000  -0.118815  -0.119877
43.300000  -0.118710  -0.119773
43.325000  -0.118605  -0.119670
43.350000  -0.118500  -0.119567
43.375000  -0.118396  -0.119464
43.400000  -0.118292  -0.119362
43.425000  -0.118187  -0.119259
43.450000  -0.118083  -0.119157
43.475000  -0.117979  -0.119054
43.500000  -0.117876  -0.118952
43.525000  -0.117772  -0.118850
43.550000  -0.117668  -0.118748
43.575000  -0.117565  -0.118646
43.600000  -0.117461  -0.118544
43.625000  -0.117358  -0.118443
43.650000  -0.117255  -0.118341
43.675000  -0.117152  -0.118240
43.700000  -0.117050  -0.118138
43.725000  -0.116947  -0.118037
43.750000  -0.116844  -0.117936
43.775000  -0.116742  -0.117835
43.800000  -0.116640  -0.117735
43.825000  -0.116537  -0.117634
43.850000  -0.116435  -0.117534
43.875000  -0.116334  -0.117433
43.900000  -0.116232  -0.117333
43.925000  -0.116130  -0.117233
43.950000  -0.116029  -0.117133
43.975000  -0.115927  -0.117033
44.000000  -0.115826  -0.116933
44.025000  -0.115725  -0.116834
44.050000  -0.115624  -0.116734
44.075000  -0.115523  -0.116635
44.100000  -0.115422  -0.116536
44.125000  -0.115321  -0.116436
44.150000  -0.115221  -0.116337
44.175000  -0.115120  -0.116238
44.200000  -0.115020  -0.116140
44.225000  -0.114920  -0.116041
44.250000  -0.114820  -0.115943
44.275000  -0.114720  -0.115844
44.300000  -0.114620  -0.115746
44.325000  -0.114521  -0.115648
44.350000  -0.114421  -0.115550
44.375000  -0.114322  -0.115452
44.400000  -0.114222  -0.115354
44.425000  -0.114123  -0.115256
44.450000  -0.114024  -0.115159
44.475000  -0.113925  -0.115061
44.500000  -0.113827  -0.114964
44.525000  -0.113728  -0.114867
44.550000  -0.113629  -0.114769
44.575000  -0.113531  -0.114673
44.600000  -0.113433  -0.114576
44.625000  -0.113334  -0.114479
44.650000  -0.113236  -0.114382
44.675000  -0.113138  -0.114286
44.700000  -0.113040  -0.114189
44.725000  -0.112943  -0.114093
44.750000  -0.112845  -0.113997
44.775000  -0.112748  -0.113901
44.800000  -0.112650  -0.113805
44.825000  -0.112553  -0.113709
44.850000  -0.112456  -0.113613
44.875000  -0.112359  -0.113518
44.900000  -0.112262  -0.113422
44.925000  -0.112165  -0.113327
44.950000  -0.112069  -0.113232
44.975000  -0.111972  -0.113137
45.000000  -0.111876  -0.113042
45.025000  -0.111779  -0.112947
45.050000  -0.111683  -0.112852
45.075000  -0.111587  -0.112757
45.100000  -0.111491  -0.112663
45.125000  -0.111395  -0.112568
45.150000  -0.111300  -0.112474
45.175000  -0.111204  -0.112380
45.200000  -0.111109  -0.112286
45.225000  -0.111013  -0.112192
45.250000  -0.110918  -0.112098
45.275000  -0.110823  -0.112004
45.300000  -0.110728  -0.111911
45.325000  -0.110633  -0.111817
45.350000  -0.110538  -0.111724
45.375000  -0.110443  -0.111630
45.400000  -0.110349  -0.111537
45.425000  -0.110254  -0.111444
45.450000  -0.110160  -0.111351
45.475000  -0.110066  -0.111258
45.500000  -0.109972  -0.111166
45.525000  -0.109878  -0.111073
45.550000  -0.109784  -0.110980
45.575000  -0.109690  -0.110888
45.600000  -0.109597  -0.110796
45.625000  -0.109503  -0.110703
45.650000  -0.109410  -0.110611
45.675000  -0.109316  -0.110519
45.700000  -0.109223  -0.110428
45.725000  -0.109130  -0.110336
45.750000  -0.109037  -0.110244
45.775000  -0.108944  -0.110153
45.800000  -0.108851  -0.110061
45.825000  -0.108759  -0.109970
45.850000  -0.108666  -0.109879
45.875000  -0.108574  -0.109788
45.900000  -0.108481  -0.109697
45.925000  -0.108389  -0.109606
45.950000  -0.108297  -0.109515
45.975000  -0.108205  -0.109424
46.000000  -0.108113  -0.109334
46.025000  -0.108022  -0.109243
46.050000  -0.107930  -0.109153
46.075000  -0.107838  -0.109063
46.100000  -0.107747  -0.108973
46.125000  -0.107656  -0.108882
46.150000  -0.107564  -0.108793
46.175000  -0.107473  -0.108703
46.200000  -0.107382  -0.108613
46.225000  -0.107291  -0.108523
46.250000  -0.107201  -0.108434
46.275000  -0.107110  -0.108345
46.300000  -0.107019  -0.108255
46.325000  -0.106929  -0.108166
46.350000  -0.106839  -0.108077
46.375000  -0.106748  -0.107988
46.400000  -0.106658  -0.107899
46.425000  -0.106568  -0.107810
46.450000  -0.106478  -0.107722
46.475000  -0.106388  -0.107633
46.500000  -0.106299  -0.107545
46.525000  -0.106209  -0.107456
46.550000  -0.106120  -0.107368
46.575000  -0.106030  -0.107280
46.600000  -0.105941  -0.107192
46.625000  -0.105852  -0.107104
46.650000  -0.105763  -0.107016
46.675000  -0.105674  -0.106928
46.700000  -0.105585  -0.106841
46.725000  -0.105496  -0.106753
46.750000  -0.105407  -0.106666
46.775000  -0.105319  -0.106579
46.800000  -0.105231  -0.106491
46.825000  -0.105142  -0.106404
46.850000  -0.105054  -0.106317
46.875000  -0.104966  -0.106230
46.900000  -0.104878  -0.106144
46.925000  -0.104790  -0.106057
46.950000  -0.104702  -0.105970
46.975000  -0.104614  -0.105884
47.000000  -0.104527  -0.105797
47.025000  -0.104439  -0.105711
47.050000  -0.104352  -0.105625
47.075000  -0.104264  -0.105539
47.100000  -0.104177  -0.105453
47.125000  -0.104090  -0.105367
47.150000  -0.104003  -0.105281
47.175000  -0.103916  -0.105195
47.200000  -0.103829  -0.105110
47.225000  -0.103743  -0.105024
47.250000  -0.103656  -0.104939
47.275000  -0.103570  -0.104853
47.300000  -0.103483  -0.104768
47.325000  -0.103397  -0.104683
47.350000  -0.103311  -0.104598
47.375000  -0.103225  -0.104513
47.400000  -0.103139  -0.104428
47.425000  -0.103053  -0.104344
47.450000  -0.102967  -0.104259
47.475000  -0.102881  -0.104174
47.500000  -0.102796  -0.104090
47.525000  -0.102710  -0.104006
47.550000  -0.102625  -0.103921
47.575000  -0.102540  -0.103837
47.600000  -0.102454  -0.103753
47.625000  -0.102369  -0.103669
47.650000  -0.102284  -0.103585
47.675000  -0.102199  -0.103502
47.700000  -0.102115  -0.103418
47.725000  -0.102030  -0.103334
47.750000  -0.101945  -0.103251
47.775000  -0.101861  -0.103168
47.800000  -0.101776  -0.103084
47.825000  -0.101692  -0.103001
47.850000  -0.101608  -0.102918
47.875000  -0.101524  -0.102835
47.900000  -0.101440  -0.102752
47.925000  -0.101356  -0.102669
47.950000  -0.101272  -0.102587
47.975000  -0.101188  -0.102504
48.000000  -0.101105  -0.102422
48.025000  -0.101021  -0.102339
48.050000  -0.100938  -0.102257
48.075000  -0.100854  -0.102175
48.100000  -0.100771  -0.102093
48.125000  -0.100688  -0.102010
48.150000  -0.100605  -0.101929
48.175000  -0.100522  -0.101847
48.200000  -0.100439  -0.101765
48.225000  -0.100356  -0.101683
48.250000  -0.100274  -0.101602
48.275000  -0.100191  -0.101520
48.300000  -0.100108  -0.101439
48.325000  -0.100026  -0.101357
48.350000  -0.099944  -0.101276
48.375000  -0.099862  -0.101195
48.400000  -0.099779  -0.101114
48.425000  -0.099697  -0.101033
48.450000  -0.099616  -0.100952
48.475000  -0.099534  -0.100872
48.500000  -0.099452  -0.100791
48.525000  -0.099370  -0.100710
48.550000  -0.099289  -0.100630
48.575000  -0.099207  -0.100549
48.600000  -0.099126  -0.100469
48.625000  -0.099045  -0.100389
48.650000  -0.098964  -0.100309
48.675000  -0.098882  -0.100229
48.700000  -0.098802  -0.100149
48.725000  -0.098721  -0.100069
48.750000  -0.098640  -0.099989
48.775000  -0.098559  -0.099910
48.800000  -0.098478  -0.099830
48.825000  -0.098398  -0.099751
48.850000  -0.098318  -0.099671
48.875000  -0.098237  -0.099592
48.900000  -0.098157  -0.099513
48.925000  -0.098077  -0.099434
48.950000  -0.097997  -0.099355
48.975000  -0.097917  -0.099276
49.000000  -0.097837  -0.099197
49.025000  -0.097757  -0.099118
49.050000  -0.097677  -0.099039
49.075000  -0.097598  -0.098961
49.100000  -0.097518  -0.098882
49.125000  -0.097439  -0.098804
49.150000  -0.097359  -0.098725
49.175000  -0.097280  -0.098647
49.200000  -0.097201  -0.098569
49.225000  -0.097122  -0.098491
49.250000  -0.097043  -0.098413
49.275000  -0.096964  -0.098335
49.300000  -0.096885  -0.098257
49.325000  -0.096806  -0.098180
49.350000  -0.096728  -0.098102
49.375000  -0.096649  -0.098024
49.400000  -0.096571  -0.097947
49.425000  -0.096492  -0.097870
49.450000  -0.096414  -0.097792
49.475000  -0.096336  -0.097715
49.500000  -0.096258  -0.097638
49.525000  -0.096180  -0.097561
49.550000  -0.096102  -0.097484
49.575000  -0.096024  -0.097407
49.600000  -0.095946  -0.097330
49.625000  -0.095869  -0.097254
49.650000  -0.095791  -0.097177
49.675000  -0.095714  -0.097100
49.700000  -0.095636  -0.097024
49.725000  -0.095559  -0.096948
49.750000  -0.095482  -0.096871
49.775000  -0.095404  -0.096795
49.800000  -0.095327  -0.096719
49.825000  -0.095250  -0.096643
49.850000  -0.095173  -0.096567
49.875000  -0.095097  -0.096491
49.900000  -0.095020  -0.096416
49.925000  -0.094943  -0.096340
49.950000  -0.094867  -0.096264
49.975000  -0.094790  -0.096189
50.000000  -0.094714  -0.096113
